4.6905e-09,8.6839e-10,7.4433e-10,2.7682e-09,7.1952e-10,5.7774e-10,5.0685e-10,1.073e-08,6.9471e-10,6.38e-10,8.4712e-10,8.3294e-10,8.1876e-10,7.5496e-10,8.3649e-10,6.8407e-10,8.932e-10,6.7344e-10,2.645e-09,1.035e-09,4.6454e-08,8.2231e-10,9.1092e-10,8.0104e-10,1.2016e-09,7.3724e-10,8.5775e-10,7.2306e-10,8.5066e-10,2.0841e-09,7.4079e-10,5.7422e-09,3.8493e-09,8.7547e-10,6.4509e-10,7.4079e-10,1.2051e-09,6.2027e-10,1.3292e-09,1.0492e-09,8.294e-10,7.1813e-09,3.7997e-09,8.8256e-10,9.7442e-09,8.7547e-10,7.9395e-10,7.0534e-10,8.3649e-10,7.5496e-10,7.6205e-10,6.9471e-10,1.3722e-08,7.7977e-10,7.7623e-10,6.7344e-10,6.3091e-10,2.0735e-09,6.1319e-10,6.125e-09,5.9546e-10,6.8407e-10,6.2382e-10,2.474e-09,5.8837e-10,1.7758e-09,7.975e-10,6.3091e-10,7.4787e-10,2.5056e-08,9.0737e-10,1.0676e-08,7.018e-10,4.6469e-09,7.018e-10,6.7699e-10,7.7269e-10,5.1749e-10,2.4286e-08,4.1648e-09,1.4639e-09,7.2306e-10,8.294e-10,1.074e-09,1.0952e-09,5.2812e-10,5.7065e-10,7.337e-10,7.656e-10,6.7344e-10,8.2231e-10,6.7344e-10,9.0383e-10,9.9244e-10,9.6251e-09,1.5845e-08,1.5732e-08,7.7269e-10,7.9395e-10,8.3649e-10
8.633e-10,1.934e-11,1.6577e-11,6.1651e-11,1.6024e-11,1.2867e-11,1.1288e-11,2.3896e-10,1.5472e-11,1.4209e-11,1.8866e-11,1.855e-11,1.8234e-11,1.6814e-11,1.8629e-11,1.5235e-11,1.9892e-11,1.4998e-11,5.4783e-11,2.305e-11,2.1313e-11,1.8313e-11,2.0287e-11,1.784e-11,2.676e-11,1.6419e-11,1.9103e-11,1.6103e-11,1.8945e-11,4.6415e-11,1.6498e-11,1.2788e-10,8.5727e-11,1.9498e-11,1.4367e-11,1.6498e-11,2.6839e-11,1.3814e-11,2.9601e-11,2.3365e-11,1.8471e-11,1.5993e-10,8.4622e-11,1.9655e-11,2.1701e-10,1.9498e-11,1.7682e-11,1.5709e-11,1.8629e-11,1.6814e-11,1.6972e-11,1.5472e-11,3.0559e-10,1.7366e-11,1.7287e-11,1.4998e-11,1.4051e-11,4.6178e-11,1.3656e-11,1.3641e-10,1.3261e-11,1.5235e-11,1.3893e-11,5.5099e-11,1.3104e-11,3.9548e-11,1.7761e-11,1.4051e-11,1.6656e-11,5.5801e-10,2.0208e-11,1.4541e-10,1.563e-11,1.0349e-10,1.563e-11,1.5077e-11,1.7208e-11,1.1525e-11,5.4088e-10,9.2753e-11,3.2601e-11,1.6103e-11,1.8471e-11,2.3918e-11,2.4392e-11,1.1762e-11,1.2709e-11,1.634e-11,1.705e-11,1.4998e-11,1.8313e-11,1.4998e-11,2.0129e-11,2.2102e-11,1.5614e-10,3.528e-10,3.5036e-10,1.7208e-11,1.7682e-11,1.8629e-11
7.3697e-10,1.651e-11,1.4151e-11,5.2629e-11,1.3679e-11,1.0984e-11,9.6361e-12,2.0399e-10,1.3207e-11,1.2129e-11,1.6105e-11,1.5836e-11,1.5566e-11,1.4353e-11,1.5903e-11,1.3005e-11,1.6981e-11,1.2803e-11,4.6766e-11,1.9676e-11,1.8194e-11,1.5633e-11,1.7318e-11,1.5229e-11,2.2844e-11,1.4016e-11,1.6307e-11,1.3747e-11,1.6173e-11,3.9623e-11,1.4084e-11,1.0917e-10,7.3182e-11,1.6644e-11,1.2264e-11,1.4084e-11,2.2911e-11,1.1792e-11,2.5269e-11,1.9946e-11,1.5768e-11,1.3653e-10,7.2238e-11,1.6779e-11,1.8525e-10,1.6644e-11,1.5094e-11,1.341e-11,1.5903e-11,1.4353e-11,1.4488e-11,1.3207e-11,2.6087e-10,1.4825e-11,1.4757e-11,1.2803e-11,1.1995e-11,3.9421e-11,1.1658e-11,1.1645e-10,1.1321e-11,1.3005e-11,1.186e-11,4.7035e-11,1.1186e-11,3.376e-11,1.5162e-11,1.1995e-11,1.4218e-11,4.7635e-10,1.7251e-11,1.2413e-10,1.3342e-11,8.8344e-11,1.3342e-11,1.2871e-11,1.469e-11,9.8383e-12,4.6172e-10,7.9179e-11,2.783e-11,1.3747e-11,1.5768e-11,2.0418e-11,2.0822e-11,1.004e-11,1.0849e-11,1.3949e-11,1.4555e-11,1.2803e-11,1.5633e-11,1.2803e-11,1.7183e-11,1.8868e-11,1.3329e-10,3.0117e-10,2.9908e-10,1.469e-11,1.5094e-11,1.5903e-11
2.7408e-09,6.14e-11,5.2628e-11,1.9573e-10,5.0874e-11,4.0849e-11,3.5837e-11,7.5864e-10,4.9119e-11,4.511e-11,5.9896e-11,5.8893e-11,5.7891e-11,5.338e-11,5.9144e-11,4.8368e-11,6.3154e-11,4.7616e-11,1.7393e-10,7.3178e-11,6.7665e-11,5.8141e-11,6.4407e-11,5.6638e-11,8.4957e-11,5.2127e-11,6.0648e-11,5.1124e-11,6.0147e-11,1.4736e-10,5.2377e-11,4.06e-10,2.7217e-10,6.1901e-11,4.5611e-11,5.2377e-11,8.5208e-11,4.3857e-11,9.3979e-11,7.4181e-11,5.8643e-11,5.0776e-10,2.6866e-10,6.2402e-11,6.8897e-10,6.1901e-11,5.6137e-11,4.9871e-11,5.9144e-11,5.338e-11,5.3881e-11,4.9119e-11,9.7019e-10,5.5134e-11,5.4884e-11,4.7616e-11,4.4608e-11,1.4661e-10,4.3355e-11,4.3307e-10,4.2102e-11,4.8368e-11,4.4107e-11,1.7493e-10,4.1601e-11,1.2556e-10,5.6387e-11,4.4608e-11,5.2879e-11,1.7716e-09,6.4156e-11,4.6164e-10,4.9621e-11,3.2856e-10,4.9621e-11,4.7867e-11,5.4633e-11,3.6589e-11,1.7172e-09,2.9447e-10,1.035e-10,5.1124e-11,5.8643e-11,7.5935e-11,7.7439e-11,3.7341e-11,4.0348e-11,5.1876e-11,5.4132e-11,4.7616e-11,5.8141e-11,4.7616e-11,6.3906e-11,7.0171e-11,4.9573e-10,1.1201e-09,1.1123e-09,5.4633e-11,5.6137e-11,5.9144e-11
7.124e-10,1.5959e-11,1.3679e-11,5.0874e-11,1.3223e-11,1.0618e-11,9.3149e-12,1.9719e-10,1.2767e-11,1.1725e-11,1.5568e-11,1.5308e-11,1.5047e-11,1.3875e-11,1.5373e-11,1.2572e-11,1.6415e-11,1.2376e-11,4.5207e-11,1.902e-11,1.7588e-11,1.5112e-11,1.6741e-11,1.4722e-11,2.2082e-11,1.3549e-11,1.5764e-11,1.3289e-11,1.5633e-11,3.8302e-11,1.3614e-11,1.0553e-10,7.0742e-11,1.6089e-11,1.1855e-11,1.3614e-11,2.2147e-11,1.1399e-11,2.4427e-11,1.9281e-11,1.5243e-11,1.3198e-10,6.983e-11,1.622e-11,1.7908e-10,1.6089e-11,1.4591e-11,1.2963e-11,1.5373e-11,1.3875e-11,1.4005e-11,1.2767e-11,2.5217e-10,1.4331e-11,1.4265e-11,1.2376e-11,1.1595e-11,3.8107e-11,1.1269e-11,1.1256e-10,1.0943e-11,1.2572e-11,1.1465e-11,4.5468e-11,1.0813e-11,3.2635e-11,1.4656e-11,1.1595e-11,1.3744e-11,4.6047e-10,1.6676e-11,1.1999e-10,1.2898e-11,8.54e-11,1.2898e-11,1.2442e-11,1.42e-11,9.5103e-12,4.4633e-10,7.654e-11,2.6903e-11,1.3289e-11,1.5243e-11,1.9737e-11,2.0128e-11,9.7059e-12,1.0487e-11,1.3484e-11,1.407e-11,1.2376e-11,1.5112e-11,1.2376e-11,1.6611e-11,1.8239e-11,1.2885e-10,2.9113e-10,2.8911e-10,1.42e-11,1.4591e-11,1.5373e-11
5.7554e-10,1.2893e-11,1.1051e-11,4.11e-11,1.0683e-11,8.5778e-12,7.5253e-12,1.593e-10,1.0315e-11,9.4725e-12,1.2577e-11,1.2367e-11,1.2156e-11,1.1209e-11,1.2419e-11,1.0157e-11,1.3262e-11,9.9987e-12,3.6522e-11,1.5366e-11,1.4209e-11,1.2209e-11,1.3525e-11,1.1893e-11,1.784e-11,1.0946e-11,1.2735e-11,1.0736e-11,1.263e-11,3.0944e-11,1.0999e-11,8.5255e-11,5.7151e-11,1.2998e-11,9.5776e-12,1.0999e-11,1.7892e-11,9.2094e-12,1.9734e-11,1.5577e-11,1.2314e-11,1.0662e-10,5.6415e-11,1.3104e-11,1.4467e-10,1.2998e-11,1.1788e-11,1.0472e-11,1.2419e-11,1.1209e-11,1.1314e-11,1.0315e-11,2.0373e-10,1.1578e-11,1.1525e-11,9.9987e-12,9.3673e-12,3.0786e-11,9.1042e-12,9.0938e-11,8.8409e-12,1.0157e-11,9.262e-12,3.6732e-11,8.7357e-12,2.6365e-11,1.1841e-11,9.3673e-12,1.1104e-11,3.7201e-10,1.3472e-11,9.6938e-11,1.042e-11,6.8993e-11,1.042e-11,1.0051e-11,1.1472e-11,7.6831e-12,3.6058e-10,6.1835e-11,2.1734e-11,1.0736e-11,1.2314e-11,1.5945e-11,1.6261e-11,7.8411e-12,8.4727e-12,1.0893e-11,1.1367e-11,9.9987e-12,1.2209e-11,9.9987e-12,1.3419e-11,1.4735e-11,1.041e-10,2.352e-10,2.3357e-10,1.1472e-11,1.1788e-11,1.2419e-11
5.0535e-10,1.1321e-11,9.7035e-12,3.6088e-11,9.3801e-12,7.5318e-12,6.6077e-12,1.3988e-10,9.0566e-12,8.3173e-12,1.1044e-11,1.0859e-11,1.0674e-11,9.8422e-12,1.0905e-11,8.9181e-12,1.1644e-11,8.7794e-12,3.2068e-11,1.3493e-11,1.2476e-11,1.072e-11,1.1875e-11,1.0443e-11,1.5664e-11,9.6111e-12,1.1182e-11,9.4263e-12,1.109e-11,2.717e-11,9.6572e-12,7.4858e-11,5.0182e-11,1.1413e-11,8.4097e-12,9.6572e-12,1.5711e-11,8.0862e-12,1.7328e-11,1.3677e-11,1.0813e-11,9.3619e-11,4.9535e-11,1.1506e-11,1.2703e-10,1.1413e-11,1.035e-11,9.1953e-12,1.0905e-11,9.8422e-12,9.9346e-12,9.0566e-12,8.1797e-08,1.0166e-11,1.0119e-11,8.7794e-12,8.2249e-12,2.7031e-11,7.9938e-12,7.9848e-11,7.7629e-12,8.9179e-12,8.1325e-12,3.2253e-11,7.6703e-12,2.315e-11,1.0397e-11,8.2249e-12,9.7498e-12,3.2664e-10,1.1829e-11,8.5116e-11,9.149e-12,6.0579e-11,9.149e-12,8.8257e-12,1.0073e-11,6.7462e-12,3.1661e-10,5.4294e-11,1.9084e-11,9.4263e-12,1.0813e-11,1.4001e-11,1.4278e-11,6.8849e-12,7.4393e-12,9.5649e-12,9.9807e-12,8.7794e-12,1.072e-11,8.7794e-12,1.1783e-11,1.2938e-11,9.1401e-11,2.0652e-10,2.0509e-10,1.0073e-11,1.035e-11,1.0905e-11
2.7706e-08,2.3868e-10,2.0459e-10,7.6087e-10,1.9777e-10,1.588e-10,1.3931e-10,2.9491e-09,1.9095e-10,1.7536e-10,2.3284e-10,2.2894e-10,2.2504e-10,2.0751e-10,2.2992e-10,1.8802e-10,2.455e-10,1.851e-10,6.7611e-10,2.8447e-10,2.6304e-10,2.2602e-10,2.5037e-10,2.2017e-10,3.3026e-10,2.0264e-10,2.3576e-10,1.9874e-10,2.3381e-10,5.7285e-10,2.0361e-10,1.5783e-09,1.058e-09,2.4063e-10,1.7731e-10,2.0361e-10,3.3124e-10,1.7049e-10,3.6533e-10,2.8837e-10,2.2797e-10,1.9738e-09,1.0444e-09,2.4258e-10,2.6783e-09,2.4063e-10,2.1822e-10,1.9387e-10,2.2992e-10,2.0751e-10,2.0946e-10,1.9095e-10,3.7715e-09,2.1433e-10,2.1335e-10,1.851e-10,1.7341e-10,5.6992e-10,1.6854e-10,1.6835e-09,1.6367e-10,1.8802e-10,1.7146e-10,6.8001e-10,1.6172e-10,4.8809e-10,2.192e-10,1.7341e-10,2.0556e-10,6.8868e-09,2.494e-10,1.7946e-09,1.9289e-10,1.2772e-09,1.9289e-10,1.8608e-10,2.1238e-10,1.4224e-10,6.6754e-09,1.1447e-09,4.0235e-10,1.9874e-10,2.2797e-10,2.9519e-10,3.0103e-10,1.4516e-10,1.5685e-10,2.0166e-10,2.1043e-10,1.851e-10,2.2602e-10,1.851e-10,2.4843e-10,2.7278e-10,1.9271e-09,4.3542e-09,1.7337e-08,2.1238e-10,2.1822e-10,2.2992e-10
6.8784e-10,1.5409e-11,1.3208e-11,4.912e-11,1.2767e-11,1.0252e-11,8.9937e-12,1.9039e-10,1.2327e-11,1.1321e-11,1.5031e-11,1.478e-11,1.4528e-11,1.3396e-11,1.4843e-11,1.2138e-11,1.5849e-11,1.195e-11,4.3648e-11,1.8365e-11,1.6981e-11,1.4591e-11,1.6164e-11,1.4214e-11,2.1321e-11,1.3082e-11,1.522e-11,1.283e-11,1.5094e-11,3.6981e-11,1.3145e-11,1.0189e-10,6.8303e-11,1.5535e-11,1.1447e-11,1.3145e-11,2.1384e-11,1.1006e-11,2.3585e-11,1.8616e-11,1.4717e-11,1.2743e-10,6.7422e-11,1.566e-11,1.729e-10,1.5535e-11,1.4088e-11,1.2516e-11,1.4843e-11,1.3396e-11,1.3522e-11,1.2327e-11,2.4348e-10,1.3837e-11,1.3774e-11,1.195e-11,1.1195e-11,3.6793e-11,1.0881e-11,1.0868e-10,1.0566e-11,1.2138e-11,1.1069e-11,4.39e-11,1.044e-11,3.151e-11,1.4151e-11,1.1195e-11,1.3271e-11,4.4459e-10,1.6101e-11,1.1585e-10,1.2453e-11,8.2455e-11,1.2453e-11,1.2013e-11,1.3711e-11,9.1824e-12,4.3094e-10,7.3901e-11,2.5975e-11,1.283e-11,1.4717e-11,1.9057e-11,1.9434e-11,9.3711e-12,1.0126e-11,1.3019e-11,1.3585e-11,1.195e-11,1.4591e-11,1.195e-11,1.6038e-11,1.761e-11,1.2441e-10,2.8109e-10,2.7914e-10,1.3711e-11,1.4088e-11,1.4843e-11
6.3169e-10,1.4151e-11,1.2129e-11,4.511e-11,1.1725e-11,9.4147e-12,8.2595e-12,1.7485e-10,1.1321e-11,1.0397e-11,1.3804e-11,1.3573e-11,1.3342e-11,1.2303e-11,1.3631e-11,1.1147e-11,1.4555e-11,1.0974e-11,4.0085e-11,1.6866e-11,1.5595e-11,1.34e-11,1.4844e-11,1.3054e-11,1.958e-11,1.2014e-11,1.3978e-11,1.1783e-11,1.3862e-11,3.3962e-11,1.2072e-11,9.3572e-11,6.2727e-11,1.4266e-11,1.0512e-11,1.2072e-11,1.9638e-11,1.0108e-11,2.166e-11,1.7097e-11,1.3516e-11,1.1702e-10,6.1919e-11,1.4382e-11,1.5879e-10,1.4266e-11,1.2938e-11,1.1494e-11,1.3631e-11,1.2303e-11,1.2418e-11,1.1321e-11,2.236e-10,1.2707e-11,1.2649e-11,1.0974e-11,1.0281e-11,3.3789e-11,9.9923e-12,9.981e-11,9.7035e-12,1.1147e-11,1.0166e-11,4.0316e-11,9.5879e-12,2.8937e-11,1.2996e-11,1.0281e-11,1.2187e-11,4.083e-10,1.4786e-11,1.064e-10,1.1436e-11,7.5724e-11,1.1436e-11,1.1032e-11,1.2591e-11,8.4329e-12,3.9576e-10,6.7868e-11,2.3854e-11,1.1783e-11,1.3516e-11,1.7501e-11,1.7847e-11,8.6061e-12,9.2993e-12,1.1956e-11,1.2476e-11,1.0974e-11,1.34e-11,1.0974e-11,1.4729e-11,1.6173e-11,1.1425e-10,2.5815e-10,2.5636e-10,1.2591e-11,1.2938e-11,1.3631e-11
